微博链接,时间,地址,经度,纬度,微博内容,紧急,分类,已过期或已删除,是否为有效信息,审核人,经纬度已人工矫正,勿动_机器分类_有效,,,,,,,
https://m.weibo.cn/detail/4661850371785891,Thu Jul 22 20:00:03 +0800 2021,河南省郑州市,113.759384,34.771713,【#郑州高铁站希岸酒店或涉严重违法# 最高可罚500万】近日，#河南暴雨# 成灾，#郑州高铁站希岸酒店涨价到2888# 。有律师表示，某些商品或服务出现供应短缺，价格适度上涨是正常现象。但房价涨幅近10倍，可能涉嫌严重违法行为。如酒店存在相互串通，操作市场价格造成价格大幅度上涨的行为，最高可处500万的罚款，甚至责令停业整顿或吊销营业执照。沸点视频的微博视频 (via @头条新闻 )#河南严查囤积居奇哄抬价格# #希岸酒店道歉# #希岸酒店就郑州高铁站店涨价道歉# #河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661851180762918,Thu Jul 22 20:03:17 +0800 2021,河南省郑州市,113.759384,34.771713,【#春秋航空搭载首批救援物资驰援郑州#】今天（22日）下午，春秋航空9C6583航班搭载100箱水、100箱方便面和500条毛毯等首批救援物资，于14：27从上海浦东机场起飞，飞往郑州新郑国际机场。该批物资由春秋航空捐赠，将赠予河南机场集团统一用于应急救援工作。春秋航空已在21日开通24小时货运运输热线，该公司河南省所有进出港航线都将免费承运救援物资。#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661851349059951,Thu Jul 22 20:03:57 +0800 2021,河南省郑州市,113.759384,34.771713,� 已核实�  能联系上，但是信号很差求助人：李想联系方式：13937161157有240多位住户很多留守老人和儿童被困地址：郑州市郑东新区学理路新芒果和郡内容：小区断电断水三天，地下车库严重缺水，抽水泵没起什么作用，附近小区基本都没问题，新芒果和郡还在泡水！需求：被困人想问是否有救援部队来将地下车库的设施和水排开，小区人都很担心会不会把楼基炮灰啊影响人身安全【求助时间】：2021.7.22 19:47天天向上王一博河南暴雨互助#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661851571095564,Thu Jul 22 20:04:50 +0800 2021,河南省郑州市,113.759384,34.771713,#河南暴雨互助#河南暴雨互助 暴雨中，主人带着狗狗艰难撤离，加油河南！ 笑话吗的微博视频 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661865429601607,Thu Jul 22 20:59:53 +0800 2021,河南省郑州市,113.759384,34.771713,河南暴雨互助 帮转求救助！求扩散！新乡市凤泉区大块镇小块村全村进水，北边河决堤了，成了重灾区，住户已全部被淹，水排不走；呼吁政府关注！现在处于没水、没电，没食物。手机信号不稳定。手机有信号的各位同胞麻烦转发一下信息[合十][合十][合十]我在市区回不去，13782554815/17300143643。我电话，有办法联络我下。不要打无意义电话，我这边也停电了。手机电不够用。#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661876972064248,Thu Jul 22 21:45:45 +0800 2021,河南省郑州市,113.759384,34.771713,看了这么多社会各界的暖心捐赠，危险面前的舍身相救，身在河南真的替河南谢谢大家！！河南暴雨互助 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661121955397985,Tue Jul 20 19:45:35 +0800 2021,河南省郑州市,113.631419,34.753439,#河南暴雨互助# 今天下午郑州的暴雨下得又大又急，部分地铁被淹。 中国气象爱好者的微博视频 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661331099386533,Wed Jul 21 09:36:39 +0800 2021,河南省郑州市,113.631419,34.753439,#河南暴雨互助#昨天收留的20几个朋友 在楼上过得很好 Wi-Fi管够了 抖音刷很high  早上他们已经趁雨小分别回家了 所以别担心了 各位别走隧道 别下地下 往高楼走 就安全。只要在写字楼里 就放心吧 没事。 郑州 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661331108561244,Wed Jul 21 09:36:41 +0800 2021,河南省郑州市,113.759384,34.771713,#河南暴雨互助#速扩！河南遭遇极端强降雨，全省救援电话汇总 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661332928627202,Wed Jul 21 09:43:55 +0800 2021,河南省郑州市,113.759384,34.771713,高德地图可以让在河南当地的用户，点击每一个路段上面的封路小图标⛔️都可以进入此路段的群聊，群聊内都是这一位置附近的用户在线，可以最快联系到附近的其它群众求救或互助、分享最新动态消息。#高德地图上线河南暴雨信息互助通道#省电模式下编辑短信“#河南暴雨互助# +位置+手机号 +情况”发送至1069009009 ，发短信可以求助！#河南暴雨救援# #河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661334631257533,Wed Jul 21 09:50:42 +0800 2021,河南省郑州市,113.759384,34.771713,博君一肖帮扩！求助‼️‼️孕妇 孕妇  孕妇我这边八个人两个老人一个孕妇 从六点多一直被困到现在一直无人来救援 孕妇已经出现身体发寒 我这边没有躲雨地方 只能伞撑 希望尽快救援 位置在     金水路民航路交叉口这边的未来大球场联系电话:1⃣137831014372⃣15237108652 #河南暴雨互助##河南暴雨救援#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661339446318856,Wed Jul 21 10:09:50 +0800 2021,河南省郑州市,113.759384,34.771713,请大家帮忙扩散，让河南需要求助的网友都能看到！我们在一起！#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661343549128988,Wed Jul 21 10:26:07 +0800 2021,河南省郑州市,113.631419,34.753439,同学爸爸，希望赶快救助#河南暴雨互助##河南暴雨救援# 郑州 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661344139741396,Wed Jul 21 10:28:29 +0800 2021,河南省郑州市,113.698695,34.789053,#河南暴雨互助# 以后都要用高德地图打车了，哥哥被困郑州西滴滴已经停止接单，抱着试试的态度打开高德地图，没想到很快有司机接单，最终让外出的人有了暂时栖息之地。感谢你们，风雨无阻，帮助这座城市，温暖无助的心❤️ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661345510755466,Wed Jul 21 10:33:56 +0800 2021,河南省郑州市,113.759384,34.771713,河南暴雨可以打通的求助电话!!!#河南暴雨互助#1⃣️ 如果救援队电话忙线打不通可以发短信，目前我发的短信都有收到回复。他们可能会为你们提供其他救援 队的号码。这是我得到的郑州地区，亲测可以用。并且已经为我的朋友展开救援，1710566958.    182012910522⃣️ 郑州救援电话已经被打爆了，需要请救援联系我: 18736641510  我会整理好救援信息报给总部，我是郑州红十字蓝天应急救援队的徐晗。3⃣️谁那里有紧急情况可以联系我，我现在在郑州消防中队，这会相关热线肯定拥挤，我的手机尽可能开机， 15515617012 #河南暴雨救援#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661345809335369,Wed Jul 21 10:35:07 +0800 2021,河南省郑州市,113.759384,34.771713,【重要！大部分安卓手机可设置，点按电源键 5 次发起紧急求助】安卓大部分手机，点按电源键 5 次（三星3-4次），系统均可呼叫紧急联系人。目前已验证的有，华为、小米、vivo、OPPO、三星、一加、魅族。在“设置”里搜索“SOS”或“紧急救助”、“紧急呼叫”即可打开相应开关，目前暂时安全的朋友们都可以进行相关设置。希望各位朋友们可以帮助附近的人进行设置，需要出发救援的朋友们也请花短暂的1分钟进行相关设置。部分手机可发送位置信息，部分手机可发送当前照片和录音，这个非常重要，关键时刻可救命。#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661346421441773,Wed Jul 21 10:37:33 +0800 2021,河南省郑州市,113.759384,34.771713,【这图有问题，别乱用！】在全国心系郑州人民的时刻，有人发了一张图，现在在网上热传，不过谁注意到了那个很模糊的、没多少人注意到的英文单词了吗？在“郑州挺住”、“辛丑年”印章字样的底下，虚化了的“Chinese Festivals”，翻译成汉语就是“中国的节日、中国的节庆日”！如果是不认识英语，那这算失误；如果是有意为之，那就是其心可诛！#郑州挺住##河南暴雨求助##河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661381854661644,Wed Jul 21 12:58:21 +0800 2021,河南省郑州市,113.759384,34.771713,请大家帮忙扩散！#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661397269512971,Wed Jul 21 13:59:35 +0800 2021,河南省郑州市,113.759384,34.771713,#河南暴雨救援# #河南暴雨互助# //@子衿Ciel:被困列车车次汇总#河南暴雨救援#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661412419602571,Wed Jul 21 14:59:48 +0800 2021,河南省郑州市,113.028431,34.754097,#河南暴雨互助##巩义# 巩义真的太惨了，请援助巩义啊，昨天信号塔就坏了，今天又山体滑坡，塌方严重。巩义需要被更多人看到啊 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661412728674425,Wed Jul 21 15:01:02 +0800 2021,河南省郑州市,113.759384,34.771713,博君一肖 导管式卫生棉条使用方法与建议！在前线可能会有需要使用棉条但是没有用过的女孩子，不要怕！正确使用、及时更换卫生棉条，会比使用卫生巾更卫生更舒适！有机会有条件用的一定要用照顾好自己！！！使用方法：如图（在tb店里找的示意图我觉得很形象了）注意事项：1.前期准备：有条件的话手一定要洗干净，外y清理干净。没有条件洗手的话也没有关系，像图中一样大拇指和中指捏住中央握把，食指往里面推内导管直接推到头，正常来说小心一点不会发生接触。2.使用时：一定要把内导管推到底，不要害怕，找对了位置是没有感觉的，但是如果卡在中间就会很疼很疼很疼了❗️yd不是直的可能会有点弧度，个人建议的姿势是蹲姿，会比较顺滑。3.更换频率：正常来说2-4小时更换一次（根据流量不同）吸满了会有发胀的感觉，捏住留在外面那根棉绳然后缓缓拽出来就行了，如果很涩拉不出来说明还没有吸满。一根棉条最长使用时间不要超过八小时❗️4.保存：棉条包装和卫生巾一样不是完全密封的，正常需要避光干燥保存，如果潮湿避免不了，一定要防止包装进水污染❗️5.细节拉满：嘘嘘的时候怕污染到留在外面那一条棉绳可以用洗干净的手往旁边一侧轻轻拉住就完全没问题了！写得很急可能会有疏漏欢迎好果果们补充！最后祝所有姐妹都平平安安健健康康的！ #河南暴雨互助#  #河南暴雨 如果你处在经期#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661423176685951,Wed Jul 21 15:42:33 +0800 2021,河南省郑州市,113.759384,34.771713,#河南暴雨互助#【#郑州女子发文寻夫#：他乘5号线，至今失联，问了几个医院没找到】7月21日下午，记者从网友@假装是个么得人发现的小号 处获悉，她丈夫昨天乘坐郑州5号线地铁失联至今，她十分担心，希望大家能帮忙寻找。该市民称，他们现在居住在郑州。她丈夫叫沙涛，身高181cm，体重145斤，昨天身穿白色体恤黑色短裤，黑色凉鞋。昨天下午，沙涛下班后坐地铁五号线回家。大概是下午6点左右，途径海滩寺和沙口路时，沙涛给她发微信称车里进水了，情况不太对。随后让她报警。“他昨天下午6点多打电话和我联系让我报警之后就再也联系不上了。”该市民称，她听说五号线救出的市民送去了医院。今早她已出门找了几个医院，但是还没有找到。现在她在家照顾孩子。家里的亲戚和朋友还在外面继续寻找。该女士称，目前已有上百个电话联系她询问情况，她希望大家能帮忙扩散消息，希望能联系上丈夫。“有没有见到他的，或者在医院的朋友有没有看到他受伤送医的麻烦和我联系，我和孩子在等他回家。”联系方式：13721641616 #河南暴雨求助信息#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661423995618324,Wed Jul 21 15:45:48 +0800 2021,河南省郑州市,113.759384,34.771713,【‼️救助投稿‼️】⚠️已核实 直接给我发的短信求助⚠️晚上9:09更新 暂时�️新消息 短信未回晚上11:39更新 无救援队救援 一直没人来 22日12:11更新 无任何救援到达22日15:51更新 发送短信问情况无回复22日16:35更新  收到短信仍未得到救援22日17:38更新 收到网友告知该小区已在排水 但图中通过短信向我求助的人仍未发信息给我报平安22日18:01更新 联系上求助人妹妹 “现在有救援人员过去，但是只有几个人，并不是很专业，负二还是水满状态，负一的水还没有抽完，求助人本人和其父亲都还在车库”金水区金水路216号广汇pama 地下车库需要专业团队来支援救援。物业不抽水地下车库全是水车库存在塌方现象，有人困在里面。具体待救人数未知，联系电话13592413094#河南暴雨救援##河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661427547144849,Wed Jul 21 15:59:54 +0800 2021,河南省郑州市,113.397391,34.545898,#河南挺住我们来了##河南暴雨互助##河南一定行##河南##新密#新密 ���寻人！！！！张战修，新密人，51岁，手机被冲走时没有拿，目前已经失去联系26小时左右，昨天下午2点多在新密市西大街与荥密路交叉口附近被大水冲走，下庄河有西往东一路有朋友看见这个人的速与我们联系，联系电话15617432189136086786451553837933318339959111 新密胡地，龙台，河西，王村，樊寨的朋友们多多留意留意���昨天穿一身灰色衣服，定重谢���@河南暴雨互助 求转发！！！ 新密市,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661427610062262,Wed Jul 21 16:00:10 +0800 2021,河南省郑州市,113.759384,34.771713,⚠️提醒一下！！！被水泡过的任何任何食物都不要吃不要吃。看到有人说小孩在捞零食…记住！所有密封的零食也是不能吃的。你很难确认包装是否破损。被泡过的西瓜，里面的瓤也是不能吃的。淹死的家禽还是捞上来的鱼虾 一律不能吃。反正就是一切接触过洪水的 都不能吃！！！！ 水的话，最好喝瓶装水。没有就喝烧开（沸腾五分钟）后的水。#河南暴雨##河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661437248576205,Wed Jul 21 16:38:28 +0800 2021,河南省郑州市,113.759384,34.771713,#河南暴雨求助信息#【#郑州暴雨两15岁少年失联24小时#，姐姐：弟弟曾说电动车被水冲走了】7月20日，两个十五岁的男生骑一辆电动车，在郑州中原路和京广路交叉口的隧道失联。两个男生一位叫徐玉昆，一位叫李浩鸣。徐玉昆的姐姐告诉记者，男孩当天身穿黑长裤和黑鞋子，手上戴有玫红皮筋和黄色手环，身高大概在175左右。目前最后一次听到孩子的声音是在昨天下午4点左右，孩子说电动车被水冲走了。之后孩子的手机关机，无法接通，家属认为孩子可能是进入了地下通道。目前家属仍然没有收到任何有效线索。如有相关信息，可联系17596579551。#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661457783883522,Wed Jul 21 18:00:02 +0800 2021,河南省郑州市,113.759384,34.771713,【战士急需衣物】#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661460649379204,Wed Jul 21 18:11:26 +0800 2021,河南省郑州市,113.759384,34.771713,有时候感觉生活很无力，去年疫情的时候，给武汉捐了15万，当时我就想，自己一定要更努力，以后再遇到类似的事情，自己可以多捐一点、多出点力。只是没想到去年下半年遭遇大变，不得不离开西安，而今，搬家耗费过多，还未稳定，仅仅活着而已，还要顾及更多人，这次河南暴雨，思量前后，也只能捐得了10000块钱了。后续稳定下来，还要更努力，我们都是中国人，中国就是我们共同的信仰，无论遭遇什么，只要我们还活着，有一份光发一份光，有一份热发一份热。#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661487015038431,Wed Jul 21 19:56:13 +0800 2021,河南省郑州市,113.759384,34.771713,寻人！！！#河南暴雨救援#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661527289004595,Wed Jul 21 22:36:14 +0800 2021,河南省郑州市,113.759384,34.771713,河南暴雨互助 帮转� �����-����人‼️有患者有孩子‼️‼️‼️紧急‼️帮扩‼️‼️‼️‼️已核实‼️铁路塌方 郑州中原区二十里铺乡关帝庙站和郑州站中间的火车 【一两千人被困 其中有❗️癌症患者和孩子❗️】急需物资和救援联系方式：18303871281目前联系人说没有人去救援，两天两夜没吃没喝了。目前正等待联系人发送前方视频过来。大家能有援救资源的，帮忙转发一下信息6.12确认无误#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661718087370078,Thu Jul 22 11:14:25 +0800 2021,河南省鹤壁市新镇镇,114.378865,35.514269,#鹤壁暴雨##鹤壁多处发生漫堤武警官兵紧急出动##河南暴雨互助# 关注一下我们豫北地区吧，灾情比郑州严重多，郑州已经不下了，关注下鹤壁安阳新乡吧��� ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661803412619541,Thu Jul 22 16:53:27 +0800 2021,河南省鹤壁市新镇镇,114.333432,35.509176,河南暴雨互助 @YlikeFan：河南鹤壁浚县新镇镇北刘庄村！洪水决堤！需要支援！看见的顶一下吧！急需支援！目前只有村民在进行自救！水位在涨！雨水还在下！需要紧急支援！ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661804711810961,Thu Jul 22 16:58:38 +0800 2021,河南省鹤壁市新镇镇,114.557608,35.681917,河南暴雨互助 水位还在涨 雨还在下 无人支援#河南鹤壁暴雨河南省鹤壁市浚县新镇北刘庄以漫堤，请求支援 YlikeFan的微博视频 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661812680720719,Thu Jul 22 17:30:17 +0800 2021,河南省鹤壁市新镇镇,,,河南暴雨互助#鹤壁暴雨# 浚县新镇镇东枋城村共产主义渠洪水过堤开口了，告急！需要增援，救援！！ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661655215013890,Thu Jul 22 07:04:34 +0800 2021,河南省鹤壁市黎阳路街道,,,从前听雨声睡得香，这几天听雨声心里慌。鹤壁又下了一整夜的大雨，还是没有要停的意思，而且雨量一直很大。真的不要再下了，求求了，真的很怕鹤壁扛不住啊昨天去买饮用水，商店和菜铺都基本卖空了，今天这雨如果还不停，恐怕物资就紧缺了。不是商场没东西，而是大家都出不去，商场商店应该也不开门了。请大家关注一下鹤壁，鹤壁的自救远比不上郑州，求求各位帮帮鹤壁吧！河南暴雨互助#鹤壁暴雨##河南暴雨# 鹤壁 鹤壁,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661676341988859,Thu Jul 22 08:28:32 +0800 2021,河南省鹤壁市黎阳路街道,,,【速扩！#鹤壁救援求助电话#】7月22日7时40分，河南鹤壁市气象台发布暴雨红色预警信号。鹤壁市各地区救援电话↓↓如需帮助请拨打！一定要平安！#安阳鹤壁新乡3小时内降水持续# #鹤壁暴雨#鹤壁市各地区救援电话，如需帮助请拨打！ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661682695834591,Thu Jul 22 08:53:47 +0800 2021,河南省鹤壁市黎阳路街道,,,#鹤壁暴雨互助信息#【速扩！#鹤壁救援求助电话#】7月22日7时40分，河南鹤壁市气象台发布暴雨红色预警信号。鹤壁市各地区救援电话↓↓如需帮助请拨打！一定要平安！ #鹤壁暴雨#鹤壁市各地区救援电话，如需帮助请拨打！ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661703084606877,Thu Jul 22 10:14:48 +0800 2021,河南省鹤壁市黎阳路街道,,,#K227次到站了#T122(T123)    Z238列车请求救援！被困地址：河南省鹤壁市淇县火车站附近，被困50多个小时了 （经指正：T122和T123是同一辆火车，称之为“复车次”）另有网友联系我K635 次列车也是在淇县火车站 ，Z149停在新乡火车站 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661703399443014,Thu Jul 22 10:16:03 +0800 2021,河南省鹤壁市黎阳路街道,,,#鹤壁暴雨##河南暴雨互助#  T122列车请求救援！被困地址：河南省鹤壁市淇县火车站附近，被困在T122列车上已长达情况：我们的列车是原长春开往广州t122。在新乡困了一整天，然后列车返程天津，结果困在河南鹤壁淇县。现在已经超50小时了车上有将近500人有许多是老人孩子现在南边新乡淹了 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661713553591672,Thu Jul 22 10:56:24 +0800 2021,河南省商丘市梁庄乡,,,#河南暴雨互助# #郑州暴雨后人间百态# 一个小提醒在7月11日，“新浪河南”曾发微博说：河南血液库存告急！在十天之后的今天，一方面，本就告急的血液库存遇上了重大灾情，血液需求因为新增的伤者可能会导致用血更加紧张。如果您在河南，如果您符合献血条件，一定要在保证安全的情况下去献血，献血前一定关注一下“河南省红十字血液中心”公众号，公众号将及时公布当天采血地点的安排。(大家一起扩散),,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661717038535032,Thu Jul 22 11:10:15 +0800 2021,河南省商丘市梁庄乡,,,TFBOYS河南暴雨互助谁要是再说一有事情TFBOYS就不见了，我就把这张图甩在他脸上！易烊千玺韩红基金会捐100万，红十字捐100万共200万，王俊凯捐且送到物资近200万，王源韩红基金会捐100万，送到物资50万！ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661850325391520,Thu Jul 22 19:59:53 +0800 2021,河南省商丘市梁庄乡,,,#河南暴雨互助#灾难无情，人间有爱。雨会停，天会晴，河南一定好起来！彰显#洪水中的中国力量#中国红十字会“连花呼吸健康公益行”项目，向河南省红十字基金会捐赠价值1000万的个人防护和消杀物资。和以岭药业一起为河南加油！愿灾区人民平安渡过难关。  郑州生活城事的微博视频 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661719245260113,Thu Jul 22 11:19:00 +0800 2021,河南省郑州市人民路街道,,,河南暴雨互助#河南暴雨互助# 已核实 这条没有得到救援请求支援  郑州市金水区金光路街道，金光路办事处对面  郑住永盛苑A组团一期 工地，一共两层临时搭建的拼装房，目前一层被淹，人员被困2楼，有100-200人，没水没电，手机没信号。早上七点多打通过一次，人已经快没力气了。可以直接去救援，家里人在金水路附近，说水太深没办法进去，说有很多救援队，但是都是去省委党校和阜外心血管医院的，没有人去工地救援！没有人去工地救援。家属电话18638708766救援人电话（可能没信号）：李方银15039621229朱德林13073783632急扩,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661699103952246,Thu Jul 22 09:58:59 +0800 2021,河南省新乡市安都乡,,,#河南暴雨互助# 我叫苏文霞卫辉市安都乡人，我弟弟，苏文新一行三个人，昨天晚上十点左右乘坐一辆面包车，途经107西南庄路段路段，被洪水冲走，现在已经快8个小时，有发现落水的人与车请与我联系或者，拨打110，搜一下电话15237191582/15038071860 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661557470954451,Thu Jul 22 00:36:11 +0800 2021,河南省开封市仙人庄街道,,,河南暴雨互助最新消息我父亲已经平安到家了厂里的人也已经全部平安转移非常感谢大家的帮助 无法用言语表达希望救援队一定一定要注意安全！！再次谢谢大家！河南加油！！ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661659908180660,Thu Jul 22 07:23:14 +0800 2021,河南省开封市仙人庄街道,,,#河南暴雨##河南暴雨互助# 《写在死里逃生后》这个帖子看哭了我，也让我失眠了！还是忍不住分享给所有幸运的可以看见此帖子的你们…我们都在说着“明天和意外不知道哪个先来”但我们都没有想过意外会真的来临…很庆幸我们都活着，很庆幸我们生在一个有爱的国家！大灾大难面前显现人性的美好！愿山河无恙，人间皆安！河南加油！,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661662685070512,Thu Jul 22 07:34:16 +0800 2021,河南省开封市仙人庄街道,,,#河南暴雨互助# 【#新乡未来3小时仍有阶段性大到暴雨#】据@新乡气象6点36分发布，从雷达上看，郑州及其西南方向不断有新回波生成、发展，并向东北方向移动，将持续影响新乡市，预计未来3小时内，新乡市仍有阶段性大到暴雨，雨量40-60mm。辉县和卫辉北部有暴雨、大暴雨，雨量60-120mm。今天上午西部仍有大到暴雨，雨量60-80mm，下午有小到中阵雨、雷阵雨，10-25mm。#一起说河南加油#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661435097940639,Wed Jul 21 16:29:54 +0800 2021,河南省郑州市青屏街街道,113.37691,34.54708,#河南暴雨互助#郑州市儿童福利院的孩子们需要支援食物，目前已经安全转移到郑州市委党校。孩子们现在急需矿泉水、面包、牛奶等食物。联系人：孟艳娟13607663166。谢谢各位好心人  福利院都是孤儿和残疾儿童，没爹疼没妈爱，真的很需要社会帮助啊 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661692237612595,Thu Jul 22 09:31:42 +0800 2021,河南省开封市仙人庄街道,114.314093,34.711511,#河南暴雨互助# 【今天起，郑州各汽车站有序复班复运】记者从郑州交运集团了解到，今天起，在确保安全的前提下，郑州各汽车站开始执行复运开班计划，全力以赴满足群众安全便捷出行需求。郑州交运集团站运各单位密切关注今天天气情况及各条线路的道路通行情况，科学合理设置复班复运班次。汽车站严格落实“三不进站、六不出站”和三品查验制度，扎实做好营运车辆动态监管和运行监控，及时发布恶劣天气、行车路况提示消息。各汽车站全体干部职工今早7点准时到岗，对场站所有售取票设备、候车座椅以及电梯扶手、卫生间等所有设施设备进行全面清洁和彻底消杀，做好电路电气设备以及生产网络的调试和准备，确保广大旅客便捷安全出行。提醒广大旅客出行前请拨打郑州交运集团客服电话96269或通过微信豫州行小程序查询班次发车情况。#一起说河南加油#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661697368036608,Thu Jul 22 09:52:05 +0800 2021,河南省开封市仙人庄街道,114.314093,34.711511,#河南暴雨互助#  我和我的祖国一起歌唱祖国  河南加油   ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661705680094878,Thu Jul 22 10:25:06 +0800 2021,河南省开封市仙人庄街道,114.314093,34.711511,郑州樱桃沟请求支援！数万群众缺乏物资。请爱心人士援助食物、水和生活基本用品！目前只有侯张线能到，其他道路均冲毁！！！郑州市二七区樱桃沟景区开发管理委员会社会事务办24小时待命接收物资。联系电话： 18639026090  目前信号很弱但是可以发短信 河南暴雨互助 @新浪河南 @郑在发生 #河南暴雨救援##河南加油#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661714023350280,Thu Jul 22 10:58:15 +0800 2021,河南省开封市仙人庄街道,114.314093,34.711511,#河南人民有多暖心#   太好哭了等你们一切平安，我一定去河南玩一次！#河南暴雨互助# 河南加油！ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661720527668466,Thu Jul 22 11:24:07 +0800 2021,河南省开封市仙人庄街道,114.314093,34.711511,人间的事，只要生机不灭，即使重遭天灾人祸，暂被阻抑，终有抬头的日子。——丰子恺#河南一定行##河南暴雨互助# 🙏🙏河南加油！！ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661720717203232,Thu Jul 22 11:24:52 +0800 2021,河南省开封市仙人庄街道,114.314093,34.711511,#河南暴雨互助##河南暴雨# 河南暴雨洪灾牵动着全国所有人民的心……这份暴雨天气的自救指南请一定要收好！天佑中华，河南加油！ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661729579506286,Thu Jul 22 12:00:05 +0800 2021,河南省开封市仙人庄街道,114.314093,34.711511,#河南暴雨互助# 🐺🐟#富贵叨叨日常# 这些天的首页布满了信息   看到了华夏儿女在困难面前的团结 勇敢   生在这样的民族我很庆幸 很骄傲河南加油 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661442127857163,Wed Jul 21 16:57:51 +0800 2021,河南省开封市仙人庄街道,114.314093,34.711511,#河南暴雨互助# 微薄之力，河南加油！ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661573186749061,Thu Jul 22 01:38:38 +0800 2021,河南省新乡市荣校路街道,113.901811,35.319294,#河南暴雨互助##新乡暴雨# ❗❗❗新一街新二街路段路面坍塌❗❗❗中原路街道漏电不要靠近🙅❌ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661720327391478,Thu Jul 22 11:23:19 +0800 2021,河南省新乡市荣校路街道,113.895248,35.315976,#新乡暴雨##新乡暴雨求助#河南暴雨互助 【新乡市卫辉市后稻花村】 情况：后稻香村地势低，村东边两天河，河水和河堤平，有决堤危险，村里街道都是水，至少到胸口，水流很急。 村里是【一层自建房】，【全村3000人】在【楼顶】等待救援，有老人和体弱者，请求支援 联系电话： 15090476431 18790681895 13223759838,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661664382716832,Thu Jul 22 07:41:01 +0800 2021,河南省郑州市济源路街道,113.318194,34.81033,#河南暴雨互助信息#【转给需要的人！#郑州市临时取水点信息#】为解决市民基本生活用水，河南郑州自来水公司在全市设置临时取水点41处。转存临时取水点位置↓加油，共渡难关！@河南暴雨互助 ,,,是,,,,,,,,,,,
